bioguide,name,chamber,party,state,district,industry_labels,policy_topics,committees,subcommittees,official_url
R000618,Pete Ricketts,Senate,Republican,NE,,"[""Asset management"", ""Banking"", ""Clean energy"", ""Commercial banking"", ""Consumer banking"", ""Consumer finance"", ""Credit cards"", ""Cross-border payments"", ""Electric-grid infrastructure"", ""Fintech"", ""Hydrogen energy"", ""Industrial pollution control"", ""Infrastructure construction"", ""Insurance"", ""Investment banking"", ""Nuclear power"", ""Nuclear technology"", ""Regional banking"", ""Securities exchanges"", ""Solar energy"", ""Transportation infrastructure"", ""Wind energy""]","[""Air quality"", ""Bank regulation"", ""Climate policy"", ""Consumer financial protection"", ""Financial regulation"", ""Housing finance"", ""Infrastructure policy"", ""International finance"", ""Nuclear safety"", ""Sanctions"", ""Trade finance"", ""Transportation policy""]","[""Senate Committee on Banking, Housing, and Urban Affairs"", ""Senate Committee on Environment and Public Works"", ""Senate Committee on Foreign Relations"", ""Senate Committee on the Budget""]","[""Clean Air, Climate, and Nuclear Innovation and Safety"", ""East Asia, the Pacific, and International Cybersecurity Policy"", ""Economic Policy"", ""Europe and Regional Security Cooperation"", ""Financial Institutions and Consumer Protection"", ""Fisheries, Water, and Wildlife"", ""National Security and International Trade and Finance"", ""State Department and USAID Management, International Operations, and Bilateral International Development"", ""Transportation and Infrastructure""]",https://www.ricketts.senate.gov
W000800,Peter Welch,Senate,Democrat,VT,,"[""Agriculture"", ""Animal nutrition"", ""Bioenergy"", ""Biotechnology"", ""Broad commodities"", ""Commercial banking"", ""Electric utilities"", ""Farm supplies"", ""Forestry"", ""Health insurance"", ""Healthcare services"", ""Infrastructure construction"", ""Integrated oil & gas"", ""Managed care"", ""Medical devices"", ""Natural-gas exploration & production"", ""Nuclear power"", ""Packaged foods"", ""Pharmaceuticals"", ""Solar energy"", ""Specialty minerals"", ""Wind energy""]","[""Agricultural biotechnology"", ""Agricultural policy"", ""Conservation"", ""Energy tax policy"", ""Food policy"", ""Forestry policy"", ""Health tax policy"", ""Infrastructure finance"", ""Medicaid"", ""Medicare"", ""Rural credit"", ""Rural development"", ""Rural energy""]","[""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Finance"", ""Senate Committee on Rules and Administration"", ""Senate Committee on the Judiciary""]","[""Antitrust, Competition Policy, and Consumer Rights"", ""Conservation, Forestry, Natural Resources, and Biotechnology"", ""Energy, Natural Resources, and Infrastructure"", ""Federal Courts, Oversight, Agency Action, and Federal Rights"", ""Health Care"", ""Intellectual Property"", ""Livestock, Dairy, Poultry, and Food Safety"", ""Rural Development, Energy, and Credit"", ""the Constitution""]",https://www.welch.senate.gov
P000603,Rand Paul,Senate,Republican,KY,,"[""Asset management"", ""Biotechnology"", ""Health insurance"", ""Healthcare services"", ""Medical devices"", ""Pharmaceuticals""]","[""Pensions"", ""Public health"", ""Retirement policy""]","[""Senate Committee on Foreign Relations"", ""Senate Committee on Health, Education, Labor, and Pensions"", ""Senate Committee on Homeland Security and Governmental Affairs"", ""Senate Committee on Small Business and Entrepreneurship""]","[""Africa and Global Health Policy"", ""Border Management, Federal Workforce, and Regulatory Affairs"", ""Disaster Management, District of Columbia, and Census"", ""Education and the American Family"", ""Europe and Regional Security Cooperation"", ""Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy"", ""Permanent Subcommittee on Investigations"", ""Primary Health and Retirement Security"", ""State Department and USAID Management, International Operations, and Bilateral International Development""]",https://www.paul.senate.gov
W000790,Raphael G. Warnock,Senate,Democrat,GA,,"[""Agriculture"", ""Animal nutrition"", ""Asset management"", ""Banking"", ""Bioenergy"", ""Biotechnology"", ""Broad commodities"", ""Brokerage"", ""Commercial banking"", ""Consumer banking"", ""Consumer finance"", ""Credit cards"", ""Electric utilities"", ""Farm supplies"", ""Fintech"", ""Food brands"", ""Forestry"", ""Health insurance"", ""Healthcare services"", ""Institutional investing"", ""Insurance"", ""Investment banking"", ""Managed care"", ""Medical devices"", ""Natural & organic foods"", ""Packaged foods"", ""Pharmaceuticals"", ""Regional banking"", ""Securities exchanges"", ""Solar energy"", ""Specialty minerals"", ""Wind energy""]","[""Agricultural biotechnology"", ""Agricultural policy"", ""Agricultural research"", ""Bank regulation"", ""Conservation"", ""Consumer financial protection"", ""Customs"", ""Financial regulation"", ""Food policy"", ""Forestry policy"", ""Health tax policy"", ""Housing finance"", ""Insurance policy"", ""International competitiveness"", ""Medicaid"", ""Medicare"", ""Nutrition policy"", ""Rural credit"", ""Rural development"", ""Rural energy"", ""Securities regulation"", ""Tariffs"", ""Trade policy""]","[""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Banking, Housing, and Urban Affairs"", ""Senate Committee on Finance"", ""Senate Special Committee on Aging""]","[""Conservation, Forestry, Natural Resources, and Biotechnology"", ""Economic Policy"", ""Financial Institutions and Consumer Protection"", ""Food and Nutrition, Specialty Crops, Organics, and Research"", ""Health Care"", ""International Trade, Customs, and Global Competitiveness"", ""Rural Development, Energy, and Credit"", ""Securities, Insurance, and Investment"", ""Taxation and IRS Oversight""]",https://www.warnock.senate.gov
B001277,Richard Blumenthal,Senate,Democrat,CT,,"[""Aerospace & defense"", ""Aircraft manufacturing"", ""Defense aerospace"", ""Defense systems"", ""Defense technology"", ""Military drones"", ""Military systems"", ""Naval nuclear propulsion""]","[""Ground combat systems"", ""Military procurement"", ""National defense"", ""Naval procurement"", ""Shipbuilding"", ""Tactical aviation""]","[""Senate Committee on Armed Services"", ""Senate Committee on Homeland Security and Governmental Affairs"", ""Senate Committee on Veterans' Affairs"", ""Senate Committee on the Judiciary"", ""United States Senate Caucus on International Narcotics Control""]","[""Airland"", ""Antitrust, Competition Policy, and Consumer Rights"", ""Crime and Counterterrorism"", ""Disaster Management, District of Columbia, and Census"", ""Federal Courts, Oversight, Agency Action, and Federal Rights"", ""Permanent Subcommittee on Investigations"", ""Personnel"", ""Privacy, Technology, and the Law"", ""Seapower""]",https://www.blumenthal.senate.gov
D000563,Richard J. Durbin,Senate,Democrat,IL,,"[""Agriculture"", ""Animal nutrition"", ""Broad commodities"", ""Defense aerospace"", ""Defense electronics"", ""Defense systems"", ""Defense technology"", ""Derivatives"", ""Electric utilities"", ""Electric-grid infrastructure"", ""Farm supplies"", ""Futures-based commodity exposure"", ""Military drones"", ""Missile systems"", ""Nuclear power"", ""Nuclear technology"", ""Packaged foods"", ""Risk management"", ""Solar energy"", ""Water infrastructure"", ""Wind energy""]","[""Agricultural policy"", ""Agricultural trade"", ""Commodity markets"", ""Defense appropriations"", ""Energy appropriations"", ""Food policy"", ""Military procurement"", ""Rural development"", ""Water infrastructure funding""]","[""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Appropriations"", ""Senate Committee on the Judiciary""]","[""Commodities, Derivatives, Risk Management, and Trade"", ""Crime and Counterterrorism"", ""Department of Defense"", ""Departments of Labor, Health and Human Services, and Education, and Related Agencies"", ""Energy and Water Development"", ""Financial Services and General Government"", ""Livestock, Dairy, Poultry, and Food Safety"", ""State, Foreign Operations, and Related Programs"", ""Transportation, Housing and Urban Development, and Related Agencies""]",https://www.durbin.senate.gov
S001217,Rick Scott,Senate,Republican,FL,,"[""Aerospace & defense"", ""Defense systems"", ""Defense technology"", ""Naval nuclear propulsion""]","[""Military procurement"", ""National defense"", ""Naval procurement"", ""Shipbuilding""]","[""Senate Committee on Armed Services"", ""Senate Committee on Foreign Relations"", ""Senate Committee on Homeland Security and Governmental Affairs"", ""Senate Committee on the Budget"", ""Senate Special Committee on Aging""]","[""Disaster Management, District of Columbia, and Census"", ""Near East, South Asia, Central Asia, and Counterterrorism"", ""Permanent Subcommittee on Investigations"", ""Personnel"", ""Readiness and Management Support"", ""Seapower"", ""State Department and USAID Management, International Operations, and Bilateral International Development"", ""Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues""]",https://www.rickscott.senate.gov
W000437,Roger F. Wicker,Senate,Republican,MS,,"[""Aerospace & defense"", ""Aircraft manufacturing"", ""Artificial intelligence"", ""Broadband & cable"", ""Clean energy"", ""Cloud security"", ""Cybersecurity"", ""Defense aerospace"", ""Defense communications"", ""Defense electronics"", ""Defense software"", ""Defense systems"", ""Defense technology"", ""Digital media"", ""Electric-grid infrastructure"", ""Environmental services"", ""Fiber broadband"", ""Freight logistics"", ""Hazardous-waste services"", ""Hydrogen energy"", ""Industrial pollution control"", ""Infrastructure construction"", ""Logistics"", ""Maritime transportation"", ""Media & entertainment"", ""Military drones"", ""Military systems"", ""Missile systems"", ""Naval nuclear propulsion"", ""Nuclear power"", ""Nuclear technology"", ""Oil & gas pipelines"", ""Pipeline construction"", ""Rail equipment"", ""Robotics & AI"", ""Satellite communications"", ""Solar energy"", ""Space systems"", ""Specialty chemicals"", ""Telecommunications"", ""Transportation infrastructure"", ""Waste disposal"", ""Wind energy"", ""Wireless telecommunications""]","[""Air quality"", ""Chemical regulation"", ""Classified intelligence"", ""Climate policy"", ""Coast Guard"", ""Cyber intelligence"", ""Cyber operations"", ""Defense cybersecurity"", ""Emerging defense technology"", ""Environmental regulation"", ""Fisheries"", ""Freight policy"", ""Ground combat systems"", ""Infrastructure policy"", ""Maritime policy"", ""Media policy"", ""Military procurement"", ""Military space"", ""Missile defense"", ""National defense"", ""National security"", ""Naval procurement"", ""Nuclear deterrence"", ""Nuclear safety"", ""Pipeline safety"", ""Shipbuilding"", ""Special operations"", ""Spectrum policy"", ""Surface transportation"", ""Tactical aviation"", ""Telecommunications regulation"", ""Transportation policy"", ""Waste policy""]","[""Commission on Security and Cooperation in Europe"", ""Senate Committee on Armed Services"", ""Senate Committee on Commerce, Science, and Transportation"", ""Senate Committee on Environment and Public Works"", ""Senate Committee on Rules and Administration"", ""Senate Select Committee on Intelligence""]","[""Airland"", ""Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight"", ""Clean Air, Climate, and Nuclear Innovation and Safety"", ""Coast Guard, Maritime, and Fisheries"", ""Cybersecurity"", ""Emerging Threats and Capabilities"", ""Personnel"", ""Readiness and Management Support"", ""Seapower"", ""Strategic Forces"", ""Surface Transportation, Freight, Pipelines, and Safety"", ""Telecommunications and Media"", ""Transportation and Infrastructure""]",https://www.wicker.senate.gov
M001198,Roger Marshall,Senate,Republican,KS,,"[""Agriculture"", ""Animal nutrition"", ""Asset management"", ""Benefits administration"", ""Biotechnology"", ""Broad commodities"", ""Electric utilities"", ""Farm supplies"", ""Food brands"", ""Forestry"", ""HR software"", ""Health insurance"", ""Healthcare services"", ""Infrastructure construction"", ""Integrated oil & gas"", ""Managed care"", ""Medical devices"", ""Natural & organic foods"", ""Natural-gas exploration & production"", ""Nuclear power"", ""Packaged foods"", ""Payroll services"", ""Pharmaceuticals"", ""Solar energy"", ""Specialty minerals"", ""Wind energy""]","[""Agricultural biotechnology"", ""Agricultural policy"", ""Agricultural research"", ""Conservation"", ""Customs"", ""Energy tax policy"", ""Food policy"", ""Forestry policy"", ""Health tax policy"", ""Infrastructure finance"", ""International competitiveness"", ""Labor policy"", ""Medicaid"", ""Medicare"", ""Nutrition policy"", ""Pensions"", ""Public health"", ""Retirement policy"", ""Rural development"", ""Tariffs"", ""Trade policy"", ""Workplace safety""]","[""Senate Committee on Agriculture, Nutrition, and Forestry"", ""Senate Committee on Finance"", ""Senate Committee on Health, Education, Labor, and Pensions"", ""Senate Committee on the Budget""]","[""Conservation, Forestry, Natural Resources, and Biotechnology"", ""Employment and Workplace Safety"", ""Energy, Natural Resources, and Infrastructure"", ""Food and Nutrition, Specialty Crops, Organics, and Research"", ""Health Care"", ""International Trade, Customs, and Global Competitiveness"", ""Primary Health and Retirement Security""]",https://www.marshall.senate.gov
J000293,Ron Johnson,Senate,Republican,WI,,"[""Biotechnology"", ""Health insurance"", ""Healthcare services"", ""Managed care"", ""Medical devices"", ""Pharmaceuticals""]","[""Health tax policy"", ""Medicaid"", ""Medicare""]","[""Senate Committee on Finance"", ""Senate Committee on Homeland Security and Governmental Affairs"", ""Senate Committee on the Budget"", ""Senate Special Committee on Aging""]","[""Border Management, Federal Workforce, and Regulatory Affairs"", ""Fiscal Responsibility and Economic Growth"", ""Health Care"", ""Permanent Subcommittee on Investigations"", ""Taxation and IRS Oversight""]",https://www.ronjohnson.senate.gov
